,median_house_value
10809,136000.0
10098,155300.0
19603,500001.0
8354,53000.0
17106,300000.0
17498,147700.0
11913,63200.0
13630,500000.0
6802,70400.0
6716,107900.0
16954,234600.0
8678,314700.0
16255,181700.0
12187,110100.0
13678,286200.0
3268,134400.0
656,65600.0
11991,220600.0
12022,132500.0
9045,85100.0
16247,114200.0
16967,90000.0
9545,241400.0
18657,167800.0
3517,123800.0
11423,202000.0
17026,384500.0
17859,175900.0
2107,273600.0
19125,187500.0
9739,136000.0
17874,132500.0
10909,500001.0
18996,395500.0
12868,97800.0
18193,64700.0
4051,161500.0
3934,85700.0
19912,162100.0
226,158500.0
19133,264100.0
4318,212200.0
20409,500001.0
18287,293700.0
1987,207700.0
10576,116100.0
16817,188700.0
1293,92800.0
488,81400.0
636,174100.0
13645,226900.0
12630,283300.0
16973,142000.0
19073,162900.0
4745,400700.0
14333,167400.0
14070,231700.0
8579,214700.0
6962,280800.0
1662,227600.0
13823,500001.0
6693,296200.0
10423,100000.0
8051,217000.0
6026,500001.0
18109,284900.0
14362,175000.0
2723,336900.0
6985,83100.0
6839,450000.0
8192,156800.0
5268,254400.0
15455,154800.0
558,287200.0
15724,219700.0
4517,119200.0
4542,300000.0
12792,52600.0
12959,175000.0
9343,188400.0
7758,213300.0
12198,183300.0
7195,98300.0
16287,94800.0
4076,293800.0
18286,217100.0
15838,215000.0
19911,160700.0
13334,306800.0
7934,500001.0
2956,192300.0
14537,204700.0
5037,254000.0
18622,393500.0
6307,262100.0
3097,121200.0
12211,222400.0
16330,204300.0
2698,209200.0
15687,350000.0
14231,144000.0
6254,109400.0
19734,235600.0
17288,114200.0
20387,194500.0
872,173100.0
2711,121000.0
15820,184400.0
12748,169500.0
18476,202100.0
16811,197200.0
19743,123900.0
1154,213300.0
6185,249400.0
825,152700.0
8930,274700.0
7599,417500.0
14328,93200.0
7663,181400.0
10561,170000.0
14791,137100.0
6079,165000.0
18298,160700.0
11766,238700.0
1050,269600.0
16402,78500.0
20622,67000.0
1618,72200.0
1558,257900.0
4631,167000.0
16848,86800.0
9997,229600.0
19971,157000.0
13892,500001.0
6702,466700.0
8486,118500.0
16230,223500.0
5261,109300.0
15746,190900.0
4607,165300.0
2343,55000.0
10538,132900.0
15789,98000.0
14395,165200.0
1177,279700.0
956,56700.0
11509,227800.0
3908,254900.0
17623,296400.0
4001,243100.0
17178,272500.0
9441,105600.0
14287,80300.0
8205,59500.0
13610,352600.0
19207,174500.0
2363,211000.0
1232,166700.0
17332,187500.0
2347,198400.0
5001,54400.0
18647,500001.0
8481,210400.0
10565,67500.0
17024,400000.0
3270,475000.0
16770,59000.0
3511,500001.0
15431,500001.0
15200,187500.0
1102,95300.0
5944,198400.0
10698,137500.0
9043,500001.0
3831,116000.0
11869,479500.0
4358,52600.0
6275,125000.0
20470,99300.0
16583,228600.0
15856,113500.0
12295,209100.0
7684,163900.0
18959,346200.0
15339,164200.0
19104,150500.0
17432,483500.0
11330,163900.0
12490,393800.0
19194,61100.0
2525,85300.0
10200,240100.0
4401,132500.0
17263,63500.0
12392,94400.0
5845,94600.0
13940,190800.0
3399,288200.0
6459,129200.0
3274,219900.0
1571,156300.0
15306,260400.0
9532,226500.0
11984,92800.0
9025,500001.0
1994,195400.0
3946,186600.0
18961,500001.0
918,117800.0
11358,150000.0
11826,450000.0
5772,238000.0
17338,137500.0
10938,146800.0
17608,105800.0
15310,234200.0
19017,420000.0
10908,106300.0
4671,79700.0
13324,84600.0
3483,453800.0
6203,120200.0
7931,255900.0
15349,215100.0
6263,107600.0
2841,313400.0
15318,77500.0
15114,196500.0
16146,70500.0
19366,89900.0
13558,500001.0
9765,172700.0
18404,78300.0
17660,177900.0
11103,222400.0
18086,79400.0
16526,80400.0
11490,119600.0
18653,97300.0
1081,158300.0
11498,197900.0
9027,297700.0
8667,112100.0
3287,194400.0
15467,284400.0
9642,197200.0
948,104400.0
12876,78300.0
18867,184000.0
19959,152900.0
1678,167600.0
12102,179100.0
2401,337500.0
3541,87500.0
8668,228200.0
15137,500001.0
3362,122200.0
16370,137500.0
5537,312300.0
5066,181300.0
16126,500001.0
1049,406200.0
13246,348500.0
4525,224700.0
13250,150000.0
9977,243300.0
764,320300.0
20566,200700.0
9350,131500.0
19740,108800.0
788,438100.0
5557,166300.0
1162,167900.0
18119,99200.0
20551,95800.0
9590,72200.0
8887,219000.0
12163,500001.0
9013,345800.0
5897,158300.0
14454,390500.0
17075,152400.0
11214,167500.0
15692,61200.0
6216,224700.0
1873,103200.0
19813,134000.0
7368,93800.0
5140,161500.0
17684,197000.0
5565,229100.0
8278,184100.0
3820,361600.0
17302,152800.0
15835,412500.0
9428,500001.0
16937,500001.0
17933,350000.0
11750,249500.0
5709,163300.0
20607,62300.0
3305,270900.0
7672,91700.0
17300,154600.0
13844,150300.0
9250,233000.0
8006,233300.0
14935,297900.0
2191,258300.0
9378,500001.0
3822,260000.0
12730,477300.0
12175,72700.0
17342,352400.0
15241,165000.0
15539,218300.0
13336,152500.0
16013,100000.0
6006,232800.0
308,63300.0
16539,98300.0
16408,151100.0
13697,98500.0
9593,434000.0
8239,451300.0
19513,160600.0
8990,409900.0
19252,192200.0
11065,70700.0
16397,138900.0
9761,85700.0
8543,340800.0
5022,93600.0
19891,116100.0
4673,108900.0
10634,134400.0
587,212500.0
10074,404700.0
12388,128800.0
12176,264100.0
7999,81500.0
4312,362900.0
13933,96700.0
12554,60400.0
2015,136800.0
13725,181300.0
15512,361900.0
14634,113900.0
3893,65800.0
9757,451300.0
10848,67600.0
5707,297600.0
18559,258900.0
13294,51200.0
13738,420800.0
5278,115200.0
10647,70500.0
18033,500001.0
3329,111400.0
12373,130100.0
3940,63200.0
3700,179500.0
8709,132400.0
7884,211000.0
1301,379800.0
18741,202700.0
20123,184000.0
6436,293200.0
19720,186300.0
17177,101500.0
14290,241600.0
5473,500001.0
15280,201700.0
8776,287300.0
7685,406300.0
3311,99200.0
2795,306700.0
12671,221600.0
15947,180900.0
16679,105900.0
14324,243900.0
18221,159600.0
18511,216700.0
3400,133000.0
820,57900.0
14708,350000.0
10568,380000.0
19492,62000.0
9168,492500.0
3678,115600.0
8049,500001.0
19362,276600.0
11785,150600.0
7445,69400.0
3322,71400.0
10416,153100.0
4991,428600.0
18335,56700.0
6049,87000.0
112,307400.0
13932,170800.0
12360,283000.0
9965,500001.0
7760,159400.0
5704,134900.0
15100,58800.0
15414,251300.0
4913,313600.0
10282,156700.0
10683,92800.0
4409,97900.0
13727,63200.0
15853,88200.0
18146,138500.0
2052,208800.0
631,277800.0
17369,138800.0
9326,258200.0
11063,195000.0
4756,246300.0
12056,500001.0
20217,59300.0
215,70000.0
7121,132500.0
20568,139900.0
19265,188900.0
1943,130500.0
4486,500001.0
14394,461600.0
19440,156300.0
9175,47500.0
2054,441400.0
16944,197100.0
7258,55300.0
3188,267900.0
821,64100.0
5799,139200.0
2421,185600.0
9696,162500.0
11972,500001.0
10831,135500.0
8797,150300.0
12323,213400.0
10730,186500.0
16334,192200.0
5945,63500.0
9535,133600.0
10294,112500.0
3687,283300.0
14925,195400.0
9723,244900.0
16261,149500.0
18262,500001.0
335,185300.0
2413,47700.0
18656,340100.0
14205,142800.0
10588,225000.0
20501,80400.0
13078,122200.0
12564,247600.0
20465,110500.0
1578,233100.0
1889,116900.0
6522,270600.0
19378,180000.0
8305,172100.0
3895,390800.0
4852,235400.0
20541,226500.0
10026,381400.0
5916,109000.0
2567,103700.0
9059,216400.0
19553,359900.0
12845,314100.0
7340,275000.0
5905,70500.0
17238,201600.0
13737,177500.0
17631,95300.0
7088,214300.0
17329,326500.0
17886,255300.0
18956,283300.0
4495,93800.0
11765,42500.0
10206,412500.0
3685,250000.0
18234,167700.0
10953,414700.0
1436,269600.0
9209,220000.0
15647,500001.0
1471,185300.0
19340,222400.0
13690,121800.0
14289,345800.0
10707,186500.0
8445,266700.0
12743,105400.0
638,175000.0
8088,217500.0
18785,415800.0
12842,367400.0
11093,500001.0
2300,341700.0
19746,250000.0
8736,162500.0
7479,149100.0
14314,330700.0
14088,106300.0
10102,483300.0
2040,318500.0
11125,202900.0
1226,165300.0
17368,86600.0
13146,436800.0
12442,96300.0
18976,148900.0
13496,186800.0
2758,265800.0
4411,338800.0
481,265000.0
20116,84700.0
15068,485400.0
9701,500001.0
15667,43500.0
19127,138100.0
19247,351300.0
16202,232000.0
1024,345600.0
12372,47600.0
13138,295400.0
14525,241100.0
10752,137500.0
6439,231300.0
8318,152800.0
11895,429100.0
3426,500001.0
9299,293800.0
1118,177500.0
2282,379100.0
7855,170800.0
6048,251300.0
15501,82400.0
10274,56300.0
18028,180000.0
4350,239900.0
1043,295100.0
11682,49800.0
16206,167800.0
11965,83500.0
6281,80700.0
1789,500001.0
1733,67500.0
9915,67500.0
15178,286300.0
15193,165800.0
6683,201600.0
8119,500001.0
5781,274600.0
13448,70000.0
7523,168900.0
4610,111800.0
20491,156900.0
11958,157700.0
550,277500.0
11128,90400.0
4490,181800.0
16377,95100.0
11018,340500.0
3826,151700.0
7825,500001.0
17199,63600.0
2907,426100.0
11618,271400.0
1439,430200.0
11227,161300.0
1269,143300.0
4842,239900.0
16685,320900.0
9336,91700.0
7576,397900.0
2798,131500.0
17085,302600.0
11694,217500.0
8804,185500.0
1777,500001.0
8643,349600.0
19198,280500.0
771,170900.0
18313,297600.0
361,66800.0
12126,99700.0
19286,500001.0
4010,70000.0
18846,100800.0
14648,81300.0
6279,331200.0
10238,143900.0
3492,275000.0
17838,500001.0
2069,105000.0
6979,325000.0
20183,500001.0
17896,78800.0
14986,179100.0
11835,93900.0
4166,268300.0
12897,173200.0
13561,220000.0
16095,208000.0
5544,120000.0
17560,500001.0
19088,151800.0
4147,144000.0
12938,99200.0
15212,163900.0
12546,90800.0
11433,131000.0
15735,109500.0
10204,42600.0
5574,162500.0
4775,163900.0
2593,359600.0
18309,55500.0
9713,254000.0
5256,500001.0
972,118800.0
10280,500001.0
16502,274000.0
14206,192800.0
19305,397500.0
11784,500001.0
7362,214700.0
18312,226500.0
7455,146000.0
256,163900.0
7892,88900.0
280,201700.0
6253,89000.0
19082,200300.0
19077,217500.0
7549,123200.0
100,146700.0
17258,204200.0
4013,220600.0
8729,156300.0
123,457200.0
8044,105000.0
6251,157400.0
16737,163900.0
6016,252200.0
19896,144300.0
18187,71300.0
11143,191700.0
11246,229000.0
12951,276100.0
6782,220400.0
15562,93800.0
701,147900.0
12097,387800.0
17774,79700.0
6310,141700.0
4918,242000.0
5875,225000.0
244,38800.0
237,209400.0
662,92500.0
6157,278600.0
8097,151700.0
2457,228700.0
4734,312700.0
8947,162500.0
10398,185600.0
5235,223700.0
1629,339300.0
504,157500.0
12415,75900.0
19446,239400.0
9727,87500.0
18197,111700.0
5347,267200.0
14949,156900.0
7974,110700.0
19393,175000.0
6440,193800.0
13699,133800.0
6166,103000.0
18102,105300.0
8211,170800.0
1957,109100.0
5198,124300.0
13952,248800.0
5597,104600.0
11137,401900.0
8453,171300.0
10479,184000.0
337,214600.0
9890,270700.0
11389,114300.0
7784,500001.0
8748,134100.0
9192,337400.0
17235,228200.0
9887,316000.0
18470,187500.0
11463,44100.0
7686,142600.0
17657,171900.0
1504,17500.0
4086,252000.0
13126,324300.0
6446,126500.0
2098,332600.0
12413,87000.0
7820,136600.0
19814,51000.0
1560,232300.0
16103,156800.0
10803,125000.0
6393,78000.0
14430,254200.0
1063,183800.0
19512,229800.0
20534,287500.0
4047,188800.0
1474,136100.0
14309,216800.0
3462,68100.0
14302,92600.0
1440,40000.0
7019,229300.0
19763,271800.0
5495,125000.0
7809,250800.0
14743,255200.0
16361,87500.0
217,111500.0
16223,490300.0
14055,363800.0
20059,145600.0
20210,165000.0
5662,100000.0
13700,217000.0
2090,93800.0
10447,108000.0
13407,472200.0
4692,87500.0
16199,187100.0
5113,74100.0
16227,90500.0
15487,71200.0
4821,95800.0
2563,198500.0
18795,144100.0
9051,166300.0
19728,212500.0
15391,295900.0
19549,201500.0
19830,145600.0
10242,187500.0
19212,73500.0
19005,118800.0
15110,500001.0
3956,277300.0
3508,87500.0
1384,62800.0
9614,89500.0
6813,136300.0
9196,96200.0
10219,102500.0
7982,500001.0
816,159600.0
11842,221900.0
9562,158400.0
6054,500001.0
17309,114000.0
10645,58000.0
17663,150000.0
12213,500001.0
15145,208100.0
12443,108900.0
8949,111800.0
9943,232600.0
53,104200.0
17982,396900.0
5848,191100.0
11517,194100.0
14129,156900.0
20180,169300.0
7010,263100.0
18411,144500.0
6819,148800.0
6506,193000.0
2827,220100.0
6726,249000.0
6793,242100.0
19330,96300.0
14398,216900.0
3062,155600.0
5665,204200.0
20530,158400.0
6050,104700.0
18203,182300.0
19917,374200.0
5962,299000.0
20335,118300.0
8777,116100.0
5680,224500.0
9629,350000.0
10198,231800.0
12434,253100.0
12367,52500.0
17991,110400.0
16586,172400.0
1856,315400.0
20586,96300.0
4127,165400.0
1885,110000.0
11698,177500.0
18326,284600.0
4477,215200.0
12180,218300.0
9760,242200.0
3882,500001.0
11675,70000.0
5238,248900.0
11660,185300.0
8567,240900.0
9166,132600.0
4073,184500.0
19886,500001.0
14569,149600.0
20221,167500.0
5767,200000.0
3874,117900.0
6581,179300.0
8127,87500.0
822,185000.0
17983,272600.0
15054,348000.0
15360,250000.0
6477,81800.0
459,500001.0
8103,142200.0
15830,243800.0
10526,57200.0
20344,137500.0
9781,89800.0
2166,86600.0
3238,500001.0
16047,85200.0
7355,64700.0
11258,152900.0
20041,144100.0
8950,179700.0
703,213200.0
11558,54600.0
8647,450700.0
18505,57500.0
17158,279500.0
9190,112800.0
2479,63300.0
1432,155100.0
16407,170400.0
12297,143100.0
5246,397700.0
14250,72000.0
1053,74300.0
14182,142600.0
19879,235800.0
11716,213600.0
16633,136800.0
18718,137500.0
6996,175800.0
2049,165500.0
9282,381300.0
15381,315300.0
1113,84600.0
4708,96900.0
1985,500001.0
9095,95800.0
19605,186900.0
5751,125000.0
2935,247900.0
16782,153000.0
19418,321600.0
10365,290400.0
9221,365700.0
6576,245500.0
13881,142400.0
9172,192000.0
18301,80200.0
12291,70300.0
14499,228600.0
8597,146900.0
17525,130800.0
14783,95400.0
5593,473400.0
6023,275000.0
4616,137500.0
1739,109400.0
2979,128300.0
7831,157700.0
18781,226800.0
15307,199300.0
12534,165600.0
19769,167800.0
16466,181400.0
8546,145600.0
5304,236200.0
1776,169800.0
12008,106500.0
4947,152000.0
12797,236000.0
10906,243200.0
5957,75900.0
2137,128300.0
8146,254900.0
18895,332500.0
4345,72300.0
17987,271400.0
7899,237500.0
2256,206200.0
2257,295000.0
11721,116700.0
17915,185600.0
11135,188400.0
7731,73300.0
18079,206300.0
4397,319500.0
12313,109100.0
19114,450000.0
1855,141700.0
11174,180500.0
3808,166900.0
20211,79400.0
7633,165200.0
10136,57100.0
15423,131300.0
4730,125000.0
3999,335300.0
3474,309600.0
14529,82700.0
17247,350000.0
1019,485000.0
3624,257600.0
15269,391300.0
5460,338500.0
12267,115400.0
9419,181700.0
13609,174800.0
10186,215000.0
17210,52800.0
12790,62000.0
2378,492500.0
8909,100000.0
1521,305000.0
13426,112500.0
14167,122900.0
174,87900.0
11719,143200.0
17516,148300.0
3502,248300.0
5575,181300.0
7049,133800.0
8665,262500.0
5516,118500.0
6657,259700.0
6219,163100.0
8262,215400.0
7981,446600.0
295,415000.0
14239,275000.0
1715,247600.0
9821,209600.0
7170,126500.0
14971,93000.0
9265,321100.0
20575,187500.0
19520,181600.0
15252,209700.0
15507,337000.0
19487,141600.0
18757,482900.0
6817,358800.0
7150,500001.0
18467,125000.0
15769,90400.0
173,270100.0
3394,170500.0
6442,166100.0
5890,234900.0
1009,71300.0
18661,98700.0
16722,366900.0
20031,172000.0
1335,258300.0
14518,200000.0
13786,134100.0
2368,279400.0
8215,500001.0
18173,55000.0
1879,185100.0
916,500001.0
7240,170300.0
1275,235600.0
15288,62100.0
9236,108300.0
15289,107600.0
11763,102600.0
15006,55900.0
1831,277700.0
1507,147500.0
4681,55200.0
7013,136700.0
5004,263700.0
10824,206300.0
11527,69700.0
1394,207800.0
2838,112500.0
4510,100000.0
17076,158600.0
4787,310000.0
19456,209800.0
4225,235700.0
15518,284800.0
9860,129100.0
4423,155000.0
16308,500001.0
6349,152100.0
12382,109400.0
17958,477300.0
18732,103400.0
18365,131000.0
2737,425000.0
12003,189700.0
15416,421900.0
4719,238700.0
19711,107300.0
9693,191100.0
12703,211100.0
1670,73800.0
19070,75000.0
14595,108000.0
4257,103100.0
5835,133000.0
9646,87500.0
9722,96900.0
15002,188200.0
8563,283200.0
14079,114800.0
13532,220500.0
609,500001.0
12529,190300.0
9868,124300.0
17136,51500.0
11976,153100.0
2081,357900.0
15752,113000.0
19726,178900.0
1709,313400.0
8092,90900.0
6272,139700.0
398,53000.0
19417,57500.0
11443,169800.0
11752,48500.0
12268,194400.0
13611,350000.0
3261,218300.0
1821,400000.0
14504,312600.0
234,393800.0
17196,500001.0
7794,57000.0
6090,143400.0
15274,500001.0
7661,143500.0
10682,203300.0
1058,178100.0
3558,500001.0
7724,150000.0
17166,500001.0
11467,150000.0
20424,291200.0
1114,177900.0
10534,232800.0
12395,145300.0
19533,277900.0
8686,279600.0
7861,172200.0
12502,380900.0
10605,209900.0
3334,267100.0
3153,154000.0
9135,137500.0
2696,333100.0
15259,405900.0
11959,117300.0
20084,104000.0
3862,500001.0
7060,159600.0
2424,235400.0
4059,193200.0
658,267400.0
16412,229100.0
5998,186800.0
9900,67400.0
9309,336000.0
2448,271400.0
13710,154200.0
11384,143000.0
13543,181900.0
19343,141300.0
8566,204600.0
97,125000.0
15067,140000.0
17100,48700.0
19654,68900.0
19890,88800.0
1489,208600.0
9356,81000.0
13619,189700.0
2200,258200.0
3640,164600.0
1494,103100.0
11858,320900.0
10318,234900.0
12754,389900.0
6696,152600.0
13086,221500.0
11265,96100.0
3500,240000.0
19824,83300.0
465,430800.0
4928,187100.0
2284,148300.0
2706,225000.0
434,239700.0
19223,332000.0
14745,125000.0
6893,162000.0
5197,123500.0
15099,143800.0
2317,275000.0
487,173600.0
9940,146600.0
7065,500000.0
11030,74800.0
4045,379600.0
14040,101800.0
6131,435700.0
19844,417800.0
110,162500.0
10295,144600.0
12159,161800.0
3757,96800.0
17337,183100.0
5396,195800.0
17099,500001.0
14354,116400.0
752,159900.0
11915,157800.0
9624,279200.0
374,335300.0
14874,225000.0
3018,195500.0
18016,212200.0
17103,296100.0
7935,137500.0
939,129600.0
5828,67800.0
16930,339100.0
9882,215300.0
3146,65500.0
11453,135900.0
18736,194400.0
14438,80800.0
4360,253500.0
13243,154600.0
9597,232400.0
7967,154500.0
16588,209200.0
7488,88800.0
3054,330000.0
5078,347600.0
10986,253800.0
18725,266900.0
18401,124500.0
13899,150700.0
17359,239600.0
1090,270400.0
11297,171100.0
13345,211800.0
9321,215000.0
2913,114100.0
12028,500001.0
6925,319800.0
19927,105300.0
12967,126200.0
15332,50100.0
10504,127000.0
20272,103800.0
8836,69900.0
8540,131600.0
17315,500001.0
3156,500001.0
7584,318300.0
18606,350000.0
11445,178300.0
5368,60300.0
6963,265000.0
4357,222700.0
6945,350000.0
4570,237500.0
13286,182600.0
501,246600.0
5757,103400.0
4475,105400.0
18896,51700.0
16945,126100.0
17214,111500.0
10919,166300.0
15396,108300.0
5316,241300.0
10918,454100.0
6521,260700.0
18060,221600.0
14154,185700.0
19689,175900.0
3288,500001.0
10002,350000.0
16595,81300.0
18671,162500.0
19284,72000.0
17325,291700.0
3880,146900.0
2068,251800.0
16646,227700.0
2657,146600.0
14402,116700.0
9024,500001.0
19381,162100.0
4856,150400.0
19866,171300.0
12625,212000.0
5080,97100.0
2224,152500.0
6294,495500.0
4550,108000.0
2253,450700.0
18806,189000.0
13180,114800.0
16699,65300.0
9625,211900.0
13937,389800.0
18452,53300.0
20583,137500.0
6745,69000.0
8659,358000.0
1464,110000.0
15125,55400.0
7336,172800.0
5986,341200.0
1926,156300.0
5758,137200.0
11956,141000.0
7338,90600.0
717,237400.0
16089,275000.0
9480,242900.0
5185,177400.0
11322,234300.0
6020,214300.0
16596,64100.0
12201,93100.0
14955,206200.0
4877,87500.0
14657,248600.0
15969,94500.0
10907,345700.0
8379,258100.0
15469,65800.0
10009,364700.0
16632,200000.0
13628,104200.0
1200,121300.0
8039,104000.0
9141,343500.0
11707,425000.0
9511,124700.0
18018,121000.0
16532,466900.0
11642,109400.0
9463,103900.0
14227,157400.0
10805,190400.0
14623,170900.0
4822,450000.0
17854,62600.0
16275,196600.0
7911,400000.0
12145,151200.0
11922,355000.0
3963,231300.0
18361,191100.0
2734,170900.0
16473,177100.0
14170,181100.0
20264,122500.0
5058,380400.0
9031,94500.0
19823,159700.0
4526,167900.0
19039,112500.0
15208,118000.0
20291,207300.0
12248,171900.0
14417,190100.0
11990,500001.0
10721,129800.0
17926,162500.0
5765,81300.0
9842,162900.0
14997,46900.0
3442,188500.0
420,190600.0
9924,116900.0
6862,176300.0
11040,222800.0
10553,295200.0
11604,180400.0
14327,190400.0
18522,225800.0
3673,200800.0
19887,152400.0
4144,369200.0
699,157800.0
16386,182300.0
18840,157300.0
17482,101100.0
14755,104000.0
5335,136300.0
18304,156300.0
5551,195300.0
13124,88900.0
11407,160200.0
19768,335400.0
5571,183100.0
16826,144500.0
11380,195500.0
13268,218800.0
2387,263800.0
12882,45800.0
7334,125000.0
20197,124900.0
10166,84200.0
3112,248400.0
4262,224100.0
12100,55100.0
14269,127900.0
3682,112500.0
18886,265400.0
2565,52500.0
6637,115300.0
7167,79500.0
7824,376900.0
19091,277300.0
11773,235300.0
17104,193400.0
580,204700.0
15044,425500.0
20166,146200.0
787,296600.0
8925,78800.0
3086,302100.0
18518,255300.0
11019,67600.0
6700,62100.0
10499,53900.0
8513,70100.0
18427,95900.0
2262,291000.0
12692,344200.0
2398,195100.0
9674,281000.0
3477,333700.0
480,500001.0
554,301100.0
8418,400000.0
2693,152300.0
